resolution,position_number,assembly_indicator,component_number,object_short_text,componentmng_kme,base_amount,compensation_unit,supplier_s_name,vi_recommendation,vi_plant,vi_material,material_description,material_composition,measured_weight,total_measured_weight,weight_unit,source_product_scope,source_sheet,source_file
.....5,0120,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0121,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0122,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0123,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0124,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0125,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0126,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0127,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0128,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0129,,9646921,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,0002,,9646921,"Switching wire Li32Y 0,34 BK",3.45,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,0001,,9646921,"Switching wire Li32Y 0,34 BK",1.77,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,0002,,9646921,"Switching wire Li32Y 0,34 BK",1.32,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0126,,9647534,"Ltg H05V2V2-F 3G0,75 sw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0127,,9647534,"Ltg H05V2V2-F 3G0,75 bw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0001,,9647534,"Ltg H05V2V2-F 3G0,75 bw",0.85,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0001,,9647534,"Ltg H05V2V2-F 3G0,75 sw",0.51,M,M,KBE Berlin,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,9698129,"Switching wire Li32Y 0,34 BK",0.0,M,M,KBE Tunesien,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,9697956,"Ltg H05V2V2-F 3G1,00 BK",0.0,M,M,KBE Tunesien,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,9697956,"Ltg H05V2V2-F 3G1,00 BK",0.0,M,M,KBE Tunesien,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,9697953,"Ltg H05V2V2-F 3G0,75 sw",0.0,M,M,KBE Tunesien,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,9697953,"Ltg H05V2V2-F 3G0,75 bw",0.0,M,M,KBE Tunesien,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,9697951,"Ltg H05V2V2-F 3X0,75 bw",0.0,M,M,KBE Tunesien,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,9697953,"Ltg H05V2V2-F 3G0,75 bw",0.0,M,M,KBE Tunesien,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,9697953,"Ltg H05V2V2-F 3G0,75 sw",0.0,M,M,KBE Tunesien,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0001,,5638831,Clip D=10,1.0,ST,ST,Kiefer-Stanztechnik,5.0,Vi-Werke Allendorf,1.431,Stainless Steel,Fe(66.38%) C(0.15%) Si(2%) Mn(2%) P(0.045%) S(0.015%) Cr(19%) Mo(0.8%) N(0.11%) Ni(9.5%),3.0,3.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0002,,5638833,Clip D=18,1.0,ST,ST,Kiefer-Stanztechnik,5.0,Vi-Werke Allendorf,1.431,Stainless Steel,Fe(66.38%) C(0.15%) Si(2%) Mn(2%) P(0.045%) S(0.015%) Cr(19%) Mo(0.8%) N(0.11%) Ni(9.5%),5.1,5.1,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
...3,0019,,5638830,clip D=8,1.0,ST,ST,Kiefer-Stanztechnik,5.0,Vi-Werke Allendorf,1.431,Stainless Steel,Fe(66.38%) C(0.15%) Si(2%) Mn(2%) P(0.045%) S(0.015%) Cr(19%) Mo(0.8%) N(0.11%) Ni(9.5%),2.5,2.5,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0009,,9570111,"wire end ferrule D 0,5-1,0mm²",0.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0001,,9570111,"wire end ferrule D 0,5-1,0mm²",3.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0003,,9570111,"Wire end ferrule D 0,5-1,0mm²",2.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0023,,9543123,"wire end claw 0,25 - 0,5mm²",0.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CW505L,Copper alloy - Brass,Cu(71%) AL(0.02%) Pb(0.05%) Ni(0.3%) Sn(0.1%) Zn(28.25%) Others (0.1%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,0001,,9543123,"wire end claw 0,25 - 0,5mm²",8.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CW505L,Copper alloy - Brass,Cu(71%) AL(0.02%) Pb(0.05%) Ni(0.3%) Sn(0.1%) Zn(28.25%) Others (0.1%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,0001,,9543123,"wire end claw 0,25 - 0,5mm²",4.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CW505L,Copper alloy - Brass,Cu(71%) AL(0.02%) Pb(0.05%) Ni(0.3%) Sn(0.1%) Zn(28.25%) Others (0.1%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,0001,,9543123,"wire end claw 0,25 - 0,5mm²",4.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CW505L,Copper alloy - Brass,Cu(71%) AL(0.02%) Pb(0.05%) Ni(0.3%) Sn(0.1%) Zn(28.25%) Others (0.1%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,0002,,9543123,"wire end claw 0,25 - 0,5mm²",3.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CW505L,Copper alloy - Brass,Cu(71%) AL(0.02%) Pb(0.05%) Ni(0.3%) Sn(0.1%) Zn(28.25%) Others (0.1%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0064,,9543123,"Wire end crimp 0,25 - 0,5mm²",0.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CW505L,Copper alloy - Brass,Cu(71%) AL(0.02%) Pb(0.05%) Ni(0.3%) Sn(0.1%) Zn(28.25%) Others (0.1%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,0002,,9543123,"wire end claw 0,25 - 0,5mm²",6.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CW505L,Copper alloy - Brass,Cu(71%) AL(0.02%) Pb(0.05%) Ni(0.3%) Sn(0.1%) Zn(28.25%) Others (0.1%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,0001,,9543123,"wire end claw 0,25 - 0,5mm²",2.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,CW505L,Copper alloy - Brass,Cu(71%) AL(0.02%) Pb(0.05%) Ni(0.3%) Sn(0.1%) Zn(28.25%) Others (0.1%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0061,,9570111,Wire end ferrule D 0.5-1.0mm²,0.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0003,,9570111,"wire end ferrule D 0,5-1,0mm²",3.0,ST,ST,LAT Lötfreie Anschluß-Technik,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1800,,9555186,LED LTST-C190 green SMD,1.0,ST,ST,Lite-On,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1810,,9555186,LED LTST-C190 green SMD,1.0,ST,ST,Lite-On,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1820,,9555186,LED LTST-C190 green SMD,1.0,ST,ST,Lite-On,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1830,,9555186,LED LTST-C190 green SMD,1.0,ST,ST,Lite-On,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1840,,9555186,LED LTST-C190 green SMD,1.0,ST,ST,Lite-On,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1841,,9555186,LED LTST-C190 green SMD,1.0,ST,ST,Lite-On,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,0680,,9516525,SMD Fuse 1A/125V,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1850,,9559211,"Varistor V5.5MLA0805 4VAC 5,5VDC CH0805",1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1851,,9571869,Varistor V12MLA0805 9VAC 12VDC CH0805,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1852,,9571869,Varistor V12MLA0805 9VAC 12VDC CH0805,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1853,,9571869,Varistor V12MLA0805 9VAC 12VDC CH0805,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1881,,9570116,Varistor V30MLA0805 25VAC 30VDC CH0805,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1882,,9570116,Varistor V30MLA0805 25VAC 30VDC CH0805,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1901,,9571869,Varistor V12MLA0805 9VAC 12VDC CH0805,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1902,,9571869,Varistor V12MLA0805 9VAC 12VDC CH0805,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1903,,9571869,Varistor V12MLA0805 9VAC 12VDC CH0805,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1904,,9571869,Varistor V12MLA0805 9VAC 12VDC CH0805,1.0,ST,ST,Littelfuse,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2070,,9695466,Male header 5-pin type 3550 K43,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,1.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2080,,9695386,Male header 4-pin Type 3550 K53,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,1.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2090,,9686307,Male header 3-pin Type 3552 K41,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,1.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2100,,9686296,Male connector 4-pin Type 3550 K00,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,1.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2110,,9686889,Male header 3-pin Type 3550 K38,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,1.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2120,,9695385,Male header 3-pin Type 3552 K59,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,1.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2130,,9695313,Male header 3-pin type 3550 K33,1.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,0.5,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2140,,9686295,Male connector 6-pin type 3550 K62,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,0.5,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2150,,9695383,Male header 3-pin type 3550 K41,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,1.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2181,,9695387,Male header 4-pin Type 3550 K54,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,1.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2183,,9695316,Male header 4-pin type 3550 K41,1.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,0.5,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2184,,9695380,Male header 3-pin type 3550 K30,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,0.5,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2190,,9695314,Male connector 3-pin type 3550 K34,1.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,0.5,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
........8,2200,,9695384,Male header 3-pin Type 3552 K48,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,0.5,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,2160,,9544683,Male connector 2-pole - 3641,1.0,ST,ST,Lumberg,0.0,Third Party,PA66 GF,Thermoplastic - PA66 GF,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,0.5,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,2163,,9562586,Female connector 2-pole 3686A09,1.0,ST,ST,Lumberg,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,2182,,9526821,Male connector 4-pin - 3641,1.0,ST,ST,Lumberg,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0002,,9577469,LP direct connector 4-pin 3521,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0003,,9695368,Connector 3-pin type 3521 K41,0.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0001,,9577469,LP direct connector 4-pin 3521,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0004,,9577469,LP direct connector 4-pin 3521,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0005,,9695368,Connector 3-pin type 3521 K41,1.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0017,,9570683,Socket plug-in terminal 3-pin No.40/1-1.5 mm²,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0004,,9570683,"female plug-in terminal 3-pole No.40/1-1,5 mm²",1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0005,,9679836,"Connector 2-pin Rast-7,5 schneidkl.",0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0015,,9695366,Plug connector 3-pin Rast 5 Type 3570 K48,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0021,,9624578,Socket plug-in terminal 4-pole,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0002,,9695366,Connector 3-pin Rast 5 Type 3570 K48,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0001,,9624578,Socket terminal 4-pole,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0003,,9679836,"Connector 2-pin Rast-7,5 schneidkl.",1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0004,,9679836,"Connector 2-pin Rast-7,5 schneidkl.",1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0004,,9679836,Connector 2-pin snap-in 7.5 cut-cl.,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0010,,9695312,Connector 3-pin Type 3521 K33,0.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0011,,9577469,LP direct connector 4-pin 3521,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0012,,9695310,Connector 4-pin Type 3521 K41,0.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0013,,9686303,"Connector 6-pin Rast 2,5 Type 3521",0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0021,,9686888,"Connector 3-pin Rast 2,5",0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0003,,9695312,Connector 3-pin type 3521 K33,1.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0001,,9695310,Connector 4-pin type 3521 K41,1.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0004,,9577469,LP direct connector 4-pin 3521,1.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
