resolution,position_number,assembly_indicator,component_number,object_short_text,componentmng_kme,base_amount,compensation_unit,supplier_s_name,vi_plant,vi_plant_name,vi_material,material_description,material_composition,total_weight,weight_unit,material_type,final_destination_of_material_at_plant,source_product_scope,source_sheet,source_file
.......7,0002,,5650861,Spacer washer,2.0,ST,ST,,0.0,Third Party,PA66 GF30,Thermoplastic - PA66 GF30,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0009,,9620465,Skt nut M8,2.0,ST,ST,,0.0,Third Party,8,Structural and constructional steels,Fe(97.64%) C(0.18%) Si(0.4%) Mn(1.7%) P(0.04%) S(0.04%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0010,,9638925,Blind rivet 4.8x10 F FH - A2/A2,2.0,ST,ST,GESIPA,0.0,Third Party,1.4567,Stainless Steel,"Fe(63,29%) Cr(19%) Ni(10,5%) Si(1%) Mn(2%) Cu(4%) Others(0,21%)",,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0018,,9049199,"plumb bob 1,5 x 500 - AG 145",0.007,KG,KG,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0020,X,7980068,ABG Plate-WT,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,,7964943,Plate-WT ACH18-22H-F,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,,9695609,Plate WT B8TH x 22/ 1P-NC-M,1.0,ST,ST,Swep,0.0,Third Party,,Third party finished,Third party finished,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0022,,7933610,"Accumulator 4,1 L (1,8mm/19mm)",1.0,ST,ST,,0.0,Third Party,,Third party finished,Third party finished,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0023,,9524794,Label 65 x 15,1.0,ST,ST,,0.0,Third Party,Super Tack CrackBack Plus,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0024,,9543244,"plumb bob 1,5 x 500 - CP 104",0.008,KG,KG,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0018,X,7933543,Connecting elements RCAM 10-16 kW,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0001,,9638925,"blind rivet 4,8x10 F FH - A2/A2",5.0,ST,ST,GESIPA,0.0,Third Party,1.4567,Stainless Steel,"Fe(63,29%) Cr(19%) Ni(10,5%) Si(1%) Mn(2%) Cu(4%) Others(0,21%)",40.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0002,,9571872,sealing cap B1 - 6,3.0,ST,ST,,0.0,Third Party,Cu,Copper alloy,Cu(99.95%) Bi(0.0005%) P(0.007%) Pb(0.005%) Other (0.03%) --- R=Tensile Strength,30.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0003,,9543196,"Schrader valve L=19 2,5bar",3.0,ST,ST,C&D Valve Manufacturing Co.,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0004,,9543186,"union sleeve -KM 7/16-20 UNF Di=6,5 SW16",3.0,ST,ST,,0.0,Third Party,CW508L,Copper alloy - Brass,"Zn(35.25%) Cu(64%) Al(0.05%) Fe(0.1%) Ni(0.3%) Pb(0.1%) Sn(0.1%), other (0.1%)",45.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0005,,9675172,"Sheet metal screw ST4,8 x 9,5-F Torx",4.0,ST,ST,,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),12.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0019,X,7961516,"ABG cable gland M20x1,5 Click/Mut",1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0001,X,7961502,Cable gland M20 x 1.5 with nut,0.5,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,,9527615,Cable gland M20 x 1.5,0.5,ST,ST,,0.0,Third Party,PA,Thermoplastic - Polyamide,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0002,,9527621,Locknut M20 x 1.5,0.5,ST,ST,,0.0,Third Party,PA,Thermoplastic - Polyamide,Polyamide,1.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0002,,9645026,Cable gland M20 Click-In-R,0.5,ST,ST,Lapp,0.0,Third Party,PA,Thermoplastic - Polyamide,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0020,X,7967245,Pre-assembly base plate,1.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0005,X,7929161,Strut left powder coated,1.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,2390.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,X,7929153,Strut left primed,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,,6143480,Strut left,1.0,ST,ST,,5.0,Vi-Werke Allendorf,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0007,X,7930833,Brace right with press-in nuts powder-coated,1.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,4080.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,X,7930834,Strut right with insert nuts primed,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0007,X,7930835,Brace right with press-in nuts,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0004,,9687889,"press-in nut M8 2,4 - 3,2mm",3.0,ST,ST,Kerb Konus,1000.0,Third Party products abroad,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0005,,6148465,Strut right,1.0,ST,ST,,5.0,Vi-Werke Allendorf,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0009,,6158897,Stop TS,1.0,ST,ST,,0.0,Third Party,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),5.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0010,,6158899,Lever TS,1.0,ST,ST,,0.0,Third Party,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),75.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0011,X,7934508,Slide TS with threaded rivet,1.0,ST,ST,,0.0,Third Party,,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),990.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,,6158900,Slide TS,1.0,ST,ST,,1000.0,Third Party products abroad,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0003,,9697255,Threaded rivet M6 x 13,1.0,ST,ST,Böllhoff,1000.0,Third Party products abroad,1.4571,Stainless Steel,Fe(62.36%) C(0.08%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(18.5%) Mo(2.5%) Ni(13.5%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0012,,9698573,Cheese head screw ISO4762- M6 x 40,1.0,ST,ST,,0.0,Third Party,A2-70,Stainless Steel,Fe(85%) Cr(15%),10.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0013,,9697282,"Step blind rivet 4,0x5,5/6x2,3 A2/A2",8.0,ST,ST,GESIPA,0.0,Third Party,1.4567,Stainless Steel,"Fe(63,29%) Cr(19%) Ni(10,5%) Si(1%) Mn(2%) Cu(4%) Others(0,21%)",48.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0015,,9638925,"Blind rivet 4,8x10 F FH - A2/A2",21.0,ST,ST,GESIPA,0.0,Third Party,1.4567,Stainless Steel,"Fe(63,29%) Cr(19%) Ni(10,5%) Si(1%) Mn(2%) Cu(4%) Others(0,21%)",168.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0016,X,7967246,Pre-assembly bottom sheet,1.0,ST,ST,,0.0,Third Party,,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0002,,6157210,Heavy foil bottom sheet,1.0,ST,ST,,0.0,Third Party,SikaDamp-140,Bitumen,Polymer-modified bitumen,1630.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0003,,6157211,Heavy foil bottom sheet,1.0,ST,ST,,0.0,Third Party,SikaDamp-140,Bitumen,Polymer-modified bitumen,1630.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0004,,6157212,Heavy foil Bottom sheet,1.0,ST,ST,,0.0,Third Party,SikaDamp-140,Bitumen,Polymer-modified bitumen,1630.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0006,X,7967241,Bottom sheet with threaded studs powder coated,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,X,7967242,Bottom plate with threaded bolts primed,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,X,7967243,Bottom plate with threaded bolt,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9682017,Press-in threaded pin M6 x 28,1.0,ST,ST,Kerb Konus,0.0,Third Party,9.8,Medium Carbon Boron Steel,,15.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,6184011,Bottom sheet metal,1.0,ST,ST,,1000.0,Third Party products abroad,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,7310.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0003,,9646523,"Press-in pin 5,95 x 18",3.0,ST,ST,Kerb Konus,0.0,Third Party,9.8,Medium Carbon Boron Steel,,30.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0007,,9559731,Sealing tape 9 x 2 anthracite,0.512,M,M,TECHNO STRACK,0.0,Third Party,PE-LD,Thermoplastic - PE,Polyethylene,5.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0017,,6146620,Connection spigot screwed,2.0,ST,ST,,0.0,Third Party,CW614N,Copper alloy - Brass,Zn(39.35%) Cu(57%) Pb(2.5%) Ni(0.3%) Fe(0.5%) Al(0.05%),180.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0019,X,7967238,Connection plate powder-coated,1.0,ST,ST,,0.0,Third Party,,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,550.0,g,Third party finished component,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0003,X,7967239,Connection plate primed,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,,6184010,Connection plate,1.0,ST,ST,,1000.0,Third Party products abroad,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0020,,9684272,"lock nut M40 x 1,5",2.0,ST,ST,Würth,0.0,Third Party,CuZn,Copper alloy,CuZn(99%) Fe(0.05%) Si(0.05%) P(0.05%) Pb(0.05%) Bi(0.05%) Others(0.75%),40.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0021,,9698905,High temperature paste OKS 250,0.001,KG,KG,OKS,0.0,Third Party,,High temperature paste OKS 250,,10.0,g,Consumable,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0021,X,7977885,ElEnd VC200-A ODU4_AF,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0001,X,7978000,Separator plate pre-assembly 10-16kW_AF,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0004,,9527619,Lock nut M12 x 1.5,2.0,ST,ST,,0.0,Third Party,PA,Thermoplastic - Polyamide,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0014,,9697288,Self-tapping screw ST4.8 x 13-F Torx,4.0,ST,ST,,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),20.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
