resolution,position_number,assembly_indicator,component_number,object_short_text,componentmng_kme,base_amount,compensation_unit,supplier_s_name,vi_plant,vi_plant_name,vi_material,material_description,material_composition,total_weight,weight_unit,material_type,final_destination_of_material_at_plant,source_product_scope,source_sheet,source_file
......6,0002,,6157210,Heavy foil bottom sheet,0.0,ST,ST,,0.0,Third Party,SikaDamp-140,Bitumen,Polymer-modified bitumen,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0003,,6157211,Heavy foil bottom sheet,0.0,ST,ST,,0.0,Third Party,SikaDamp-140,Bitumen,Polymer-modified bitumen,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0004,,6157212,Heavy foil Bottom sheet,0.0,ST,ST,,0.0,Third Party,SikaDamp-140,Bitumen,Polymer-modified bitumen,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0006,X,7967241,Bottom sheet with threaded studs powder coated,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,X,7967242,Bottom plate with threaded bolts primed,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,X,7967243,Bottom plate with threaded bolt,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9682017,Press-in threaded pin M6 x 28,0.0,ST,ST,Kerb Konus,0.0,Third Party,9.8,Medium Carbon Boron Steel,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,6184011,Bottom sheet metal,0.0,ST,ST,,1000.0,Third Party products abroad,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0003,,9646523,"Press-in pin 5,95 x 18",0.0,ST,ST,Kerb Konus,0.0,Third Party,9.8,Medium Carbon Boron Steel,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0007,,9559731,Sealing tape 9 x 2 anthracite,0.0,M,M,TECHNO STRACK,0.0,Third Party,PE-LD,Thermoplastic - PE,Polyethylene,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0017,,6146620,Connection spigot screwed,0.0,ST,ST,,0.0,Third Party,CW614N,Copper alloy - Brass,Zn(39.35%) Cu(57%) Pb(2.5%) Ni(0.3%) Fe(0.5%) Al(0.05%),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0019,X,7967238,Connection plate powder-coated,0.0,ST,ST,,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0003,X,7967239,Connection plate primed,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,,6184010,Connection plate,0.0,ST,ST,,1000.0,Third Party products abroad,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0020,,9684272,"lock nut M40 x 1,5",0.0,ST,ST,Würth,0.0,Third Party,CuZn,Copper alloy,CuZn(99%) Fe(0.05%) Si(0.05%) P(0.05%) Pb(0.05%) Bi(0.05%) Others(0.75%),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0021,,9698905,High temperature paste OKS 250,0.0,KG,KG,OKS,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0021,X,7977885,ElEnd VC200-A ODU4_AF,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0001,X,7978000,Separator plate pre-assembly 10-16kW_AF,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0004,,9527619,Lock nut M12 x 1.5,0.0,ST,ST,,0.0,Third Party,PA,Thermoplastic - Polyamide,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0014,,9697288,Self-tapping screw ST4.8 x 13-F Torx,0.0,ST,ST,,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0025,X,7977903,Separator plate w. silencer + guide rail,0.0,ST,ST,,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,X,7977902,Separator plate powder coated,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,X,7977887,Primed partition plate,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0005,,6186009,Separator plate,0.0,ST,ST,,1000.0,Third Party products abroad,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,,6157215,Heavy foil Partition plate front,0.0,ST,ST,,1000.0,Third Party products abroad,SikaDamp-140,Bitumen,Polymer-modified bitumen,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0003,X,7929116,Guide rail rts. powder coated,0.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,X,7929108,Guide rail rts. primed,0.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,6146397,Guide rail rts.,0.0,ST,ST,,5.0,Vi-Werke Allendorf,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0004,,9638925,Blind rivet 4.8x10 F FH - A2/A2,0.0,ST,ST,GESIPA,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0029,,9527686,Grommet nipple M12 x 1.5 closed,0.0,ST,ST,,0.0,Third Party,PA,Thermoplastic - Polyamide,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0050,,9527620,Lock nut M16 x 1.5,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0051,,9527687,"Strangle nipple M16 x 1,5",0.0,ST,ST,,0.0,Third Party,PA,Thermoplastic - Polyamide,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0052,X,7977888,Elend sheet metal pre-assembly ODU4,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0003,X,7962082,Electronic module ODU,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0010,X,7977983,Vapor Compression Management Unit VCMU,0.0,ST,ST,,48.0,Vi-Elektronik,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,X,7977982,Vapor Compression Management Unit,0.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0006,X,7470831,0021_VCMU,0.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0020,X,7772669,0021_VCMU Painted,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........12,0010,X,7565314,0021_VCMU HND,0.0,ST,ST,,48.0,Vi-Elektronik,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,0001,,7633142,0021_VCMU THT,0.0,ST,ST,,48.0,Vi-Elektronik,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,0002,,9624464,Soft solder rod - lead free,0.0,KG,KG,,0.0,Third Party,"Sn96,5Ag3Cu0,5",Tin Alloy,Sn(96.5%) Ag(3%) Cu(0.5%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,1370,X,5051564,"Miniature fuse T4A 250V rectangular RM5,08/3,0",0.0,ST,ST,,48.0,Vi-Elektronik,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........14,9999,,9645760,Miniature fuse T 4A 250V rectangular,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,1530,,9690899,Relay Ex-Proof 1P1T-NO 12V 250V 5A THT,0.0,ST,ST,Hongfa,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,1540,,9690899,Relay Ex-Proof 1P1T-NO 12V 250V 5A THT,0.0,ST,ST,Hongfa,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,1550,,9690899,Relay Ex-Proof 1P1T-NO 12V 250V 5A THT,0.0,ST,ST,Hongfa,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,1560,,9690899,Relay Ex-Proof 1P1T-NO 12V 250V 5A THT,0.0,ST,ST,Hongfa,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,2729,X,5050433,"Resistor 220K +-5% P70=1W RM17,78/5,4",0.0,ST,ST,,48.0,Vi-Elektronik,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........14,9999,,9527384,Resistor 220k 5% 1W TK300 0411,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,2745,X,5050943,"Resistor 16R +-5% P40=4W RM25,4/8,0 S",0.0,ST,ST,,48.0,Vi-Elektronik,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........14,9999,,9544496,Resistor 16R 5% 4W TK200,0.0,ST,ST,Vishay,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3030,,9653151,Transformer SMPS BV EF20-0088-12 THT,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3220,,6168291,"Diode U-fast BYW29-200G 200V 8A L=3,5",0.0,ST,ST,,48.0,Vi-Elektronik,-,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3221,,9690915,Diode STTH802D 200V 8A TO220AC,0.0,ST,ST,STM,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3222,,9697967,Diode u-fast STTH802 200V 8A TO220FPAC,0.0,ST,ST,STM,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3600,,9686307,Male header 3-pole type 3552 K41,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3610,,9695016,Male connector 2-pole type 3552 K39,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3628,,9695017,2-pole male header type 3552 K40,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3629,,9695015,Male connector 2-pin Type 3552 K37,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3630,,9695013,Male connector 2-pin Type 3552 K33,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3639,,9669332,"Male header 3-pin RM-5,08 white",0.0,ST,ST,Weco,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3640,,6168364,"male socket 6-pin Rast 2,5 cut",0.0,ST,ST,JST,48.0,Vi-Elektronik,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3641,,9696641,Male header 6-pin,0.0,ST,ST,Elete,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3650,,6168364,"pinheader 6-pin detent 2,5 cutted",0.0,ST,ST,JST,48.0,Vi-Elektronik,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3651,,9696641,Male header 6-pin,0.0,ST,ST,Elete,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3660,,9686889,Male header 3-pin Type 3550 K38,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3670,,9695313,Male header 3-pin type 3550 K33,0.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3680,,9695314,Male header 3-pin type 3550 K34,0.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3709,,9688016,Male header 10-pin Type 3550 K06,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3710,,9695315,Male header 4-pin Type 3550 K40,0.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3720,,9695316,Male header 4-pin type 3550 K41,0.0,ST,ST,Lumberg,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3730,,9686296,Male header 4-pin type 3550 K00,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3740,,9686296,Male header 4-pin type 3550 K00,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3760,,9686297,Male connector 2-pin type 3550 K31,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3830,,9548489,Antistatic protection bag 305 x 406,0.0,ST,ST,TransPak AG,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........13,3840,,5249777,"Ident label 105 x 74,25",0.0,ST,ST,,0.0,Third Party,Super Tack CrackBack Plus,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0040,,9635343,Label 16 x 10 white,0.0,ST,ST,,0.0,Third Party,Super Tack CrackBack Plus,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0050,,4480896 SWE 001 02,IC15:21_VCMU_i509_2243,0.0,,ST,,,#N/A,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0007,X,7961947,PCB carrier VCMU,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........11,0001,,6166215,Moulded part PCB carrier VCMU,0.0,ST,ST,,1000.0,Third Party products abroad,PC-ABS,Thermoplastic - PC-ABS,Poly Carbonate Acrylonitrile butadiene styrene,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0008,,9601671,"Label 58 x 10,5 white",0.0,ST,ST,,1000.0,Third Party products abroad,Super Tack CrackBack Plus,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0006,,9561207,Blind rivet grounding 4-pin 6.3 x 0.8,0.0,ST,ST,Heyman,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0013,,9690488,AC choke LE105-1325,0.0,ST,ST,Zhenjiang Honglian Electrician,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0014,,9697288,"self-tapping screw ST4,8 x 13-F Torx",0.0,ST,ST,,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0015,,9675723,"Steel clamp L=126x6x0,5 Ring eye di=4,5",0.0,ST,ST,Nissei,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0016,,9682055,Screw EJOT-PT KA 35 x 16,0.0,ST,ST,Ejot,0.0,Third Party,4.8,Carbon Steel,Fe(99.21%) C(0.55%) P(0.05%) S(0.06%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0028,X,7976296,Sheet metal ODU M powdered_2,0.0,ST,ST,,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,X,7976295,Sheet metal ELend ODU M riveted_2,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,6184585,Sheet metal Elend ODU M 1mm_2,0.0,ST,ST,,1000.0,Third Party products abroad,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0002,,9638925,"Blind rivet 4,8x10 F FH - A2/A2",0.0,ST,ST,GESIPA,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0034,X,7932795,Wiring harness Dig Out,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,9695280,Connector 2-pin type 3570 K37,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9695282,Connector 2-pin Type 3570 K40,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,9695281,Connector 2-pin Type 3570 K39,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0004,,9695279,Connector 2-pin Type 3570 K33,0.0,ST,ST,Lumberg,0.0,Third Party,PBT GF,Thermoplastic - PBT,polybutylene terephthalate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0005,,9677925,Terminal strip 12-pin 500 RZ MDS RM=10,0.0,ST,ST,,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0006,X,7929218,Cable Mains VCMU 230V,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0001,,9647534,"Ltg H05V2V2-F 3G0,75 sw",0.0,M,M,KBE Berlin,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0003,,9519169,"Double ferrule 0,75 - Isol.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0004,,9686301,Connector 3-pin Rast 5 Type 3570,0.0,ST,ST,Lumberg,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0005,,9519169,"double ferrule 0,75 - insul.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.........9,0006,X,7952556,Core cable BU l=80/80/365,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0001,,9519169,"double ferrule 0,75 - insul.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........10,0002,,9584461,"Wire end ferrule E 0,75 - 8 - Isol.gr",0.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
